product_id,product_name,actual_price,discounted_price,discounted_amount,discount_percentage,category,subcategory,rating,rating_count,ranking
B07JW9H4J1,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",13.19,4.79,8.399999999999999,0.64,Computers & Accessories,Accessories & Peripherals,4.2,24269.0,Very Good
B098NS6PVG,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",4.19,2.39,1.8000000000000003,0.43,Computers & Accessories,Accessories & Peripherals,4.0,43994.0,Very Good
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",22.79,2.39,20.4,0.9,Computers & Accessories,Accessories & Peripherals,3.9,7928.0,Good
B08HDJ86NZ,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",8.39,3.95,4.44,0.53,Computers & Accessories,Accessories & Peripherals,4.2,94363.0,Very Good
B08CF3B7N1,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",4.79,1.85,2.94,0.61,Computers & Accessories,Accessories & Peripherals,4.2,16905.0,Very Good
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",12.0,1.79,10.21,0.85,Computers & Accessories,Accessories & Peripherals,3.9,24871.0,Good
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",5.99,2.12,3.87,0.65,Computers & Accessories,Accessories & Peripherals,4.1,15188.0,Very Good
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),3.59,2.75,0.8399999999999999,0.23,Computers & Accessories,Accessories & Peripherals,4.3,30411.0,Very Good
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",11.99,5.99,6.0,0.5,Computers & Accessories,Networking Devices,4.2,179691.0,Very Good
B082LZGK39,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",3.59,2.39,1.1999999999999997,0.33,Computers & Accessories,Accessories & Peripherals,4.0,43994.0,Very Good
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),4.07,1.85,2.22,0.55,Computers & Accessories,Accessories & Peripherals,4.3,13391.0,Very Good
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),9.59,3.59,6.0,0.63,Computers & Accessories,Accessories & Peripherals,4.2,94363.0,Very Good
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",8.4,2.63,5.7700000000000005,0.69,Electronics,"Home Theater, TV & Video",4.4,426973.0,Very Good
B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",10.79,4.2,6.589999999999999,0.61,Computers & Accessories,Accessories & Peripherals,4.2,2262.0,Very Good
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),4.79,1.91,2.88,0.6,Computers & Accessories,Accessories & Peripherals,4.1,4768.0,Very Good
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),4.79,4.19,0.5999999999999996,0.13,Computers & Accessories,Accessories & Peripherals,4.4,18757.0,Very Good
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),299.99,167.99,132.0,0.44,Electronics,"Home Theater, TV & Video",4.2,32840.0,Very Good
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",4.79,2.99,1.7999999999999998,0.38,Computers & Accessories,Accessories & Peripherals,4.0,43994.0,Very Good
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",5.99,2.39,3.6,0.6,Computers & Accessories,Accessories & Peripherals,4.1,13045.0,Very Good
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),263.88,161.88,102.0,0.39,Electronics,"Home Theater, TV & Video",4.3,11976.0,Very Good
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",21.59,11.64,9.95,0.46,Computers & Accessories,Accessories & Peripherals,4.5,815.0,Very Good
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",5.99,3.35,2.64,0.44,Electronics,"Home Theater, TV & Video",3.7,10962.0,Good
B09F6S8BT6,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),274.8,161.88,112.92000000000002,0.41,Electronics,"Home Theater, TV & Video",4.3,16299.0,Very Good
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),2.39,0.71,1.6800000000000002,0.7,Computers & Accessories,Accessories & Peripherals,4.0,9378.0,Very Good
B0B1YVCJ2Y,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),239.88,137.99,101.88999999999999,0.42,Electronics,"Home Theater, TV & Video",4.3,4703.0,Very Good
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),8.39,2.39,6.0,0.72,Electronics,"Home Theater, TV & Video",4.2,12153.0,Very Good
B08B42LWKN,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),239.99,179.99,60.0,0.25,Electronics,"Home Theater, TV & Video",4.2,34899.0,Very Good
B094JNXNPV,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",4.79,3.59,1.2000000000000002,0.25,Computers & Accessories,Accessories & Peripherals,4.0,2766.0,Very Good
B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",23.99,11.64,12.349999999999998,0.51,Computers & Accessories,Accessories & Peripherals,4.4,184.0,Very Good
B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",11.99,3.59,8.4,0.7,Computers & Accessories,Accessories & Peripherals,4.3,20850.0,Very Good
B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",9.0,2.39,6.609999999999999,0.73,Computers & Accessories,Accessories & Peripherals,4.5,74976.0,Very Good
B09CMM3VGK,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",5.99,2.15,3.8400000000000003,0.64,Computers & Accessories,Accessories & Peripherals,4.0,1934.0,Very Good
B08QSC1XY8,"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",13.19,4.67,8.52,0.65,Computers & Accessories,Accessories & Peripherals,4.3,974.0,Very Good
B008FWZGSG,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",7.19,7.19,0.0,0.0,Computers & Accessories,Accessories & Peripherals,4.3,355.0,Very Good
B0B4HJNPV4,"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",11.99,2.39,9.6,0.8,Computers & Accessories,Accessories & Peripherals,3.9,1075.0,Good
B08Y1SJVV5,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",8.0,1.19,6.8100000000000005,0.85,Computers & Accessories,Accessories & Peripherals,3.9,24871.0,Good
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",22.8,10.79,12.010000000000002,0.53,Computers & Accessories,Accessories & Peripherals,4.4,13552.0,Very Good
B09RZS1NQT,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",11.99,2.39,9.6,0.8,Computers & Accessories,Accessories & Peripherals,4.0,576.0,Very Good
B0B3MMYHYW,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),551.99,395.99,156.0,0.28,Electronics,"Home Theater, TV & Video",4.2,7298.0,Very Good
B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",23.99,11.64,12.349999999999998,0.51,Computers & Accessories,Accessories & Peripherals,4.2,462.0,Very Good
B00NH11KIK,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",8.34,2.51,5.83,0.7,Computers & Accessories,Accessories & Peripherals,4.5,107687.0,Very Good
B09JPC82QC,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),419.99,239.99,180.0,0.43,Electronics,"Home Theater, TV & Video",4.3,27151.0,Very Good
B07JW1Y6XV,"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)",13.19,4.79,8.399999999999999,0.64,Computers & Accessories,Accessories & Peripherals,4.2,24269.0,Very Good
B07KRCW6LZ,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",19.19,11.99,7.200000000000001,0.38,Computers & Accessories,Networking Devices,4.3,12093.0,Very Good
B09NJN8L25,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",2.39,0.71,1.6800000000000002,0.7,Computers & Accessories,Accessories & Peripherals,4.0,9378.0,Very Good
B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",11.99,4.0,7.99,0.67,Computers & Accessories,Accessories & Peripherals,3.3,9792.0,Good
B002PD61Y4,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),14.5,6.08,8.42,0.58,Computers & Accessories,Networking Devices,4.1,8131.0,Very Good
B014I8SSD0,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black",5.7,3.71,1.9900000000000002,0.35,Electronics,"Home Theater, TV & Video",4.4,426973.0,Very Good
B09L8DSSFH,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E,11.99,4.79,7.2,0.6,Electronics,"Home Theater, TV & Video",3.6,493.0,Good
B07232M876,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)",4.74,2.39,2.35,0.5,Computers & Accessories,Accessories & Peripherals,4.2,92595.0,Very Good
B07P681N66,"TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)",26.39,14.39,12.0,0.45,Computers & Accessories,Networking Devices,4.4,24780.0,Very Good
B0711PVX6Z,"AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet, Black)",6.0,2.15,3.85,0.64,Computers & Accessories,Accessories & Peripherals,4.2,92595.0,Very Good
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",25.2,9.59,15.61,0.62,Computers & Accessories,Accessories & Peripherals,4.3,8188.0,Very Good
B07MKFNHKG,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),155.99,83.99,72.00000000000001,0.46,Electronics,"Home Theater, TV & Video",4.2,4003.0,Very Good
B0BFWGBX61,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",4.19,2.39,1.8000000000000003,0.43,Computers & Accessories,Accessories & Peripherals,4.1,314.0,Very Good
B01N90RZ4M,Tata Sky Universal Remote,5.99,2.76,3.2300000000000004,0.54,Electronics,"Home Theater, TV & Video",3.7,2960.0,Good
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",16.79,7.79,9.0,0.54,Computers & Accessories,Networking Devices,4.2,179691.0,Very Good
B09Q5SWVBJ,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black),263.99,191.99,72.0,0.27,Electronics,"Home Theater, TV & Video",4.2,34899.0,Very Good
B0B4DT8MKT,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White",17.99,4.18,13.809999999999999,0.77,Computers & Accessories,Accessories & Peripherals,4.2,656.0,Very Good
B08CDKQ8T6,"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey)",4.19,1.85,2.3400000000000003,0.56,Computers & Accessories,Accessories & Peripherals,4.3,7064.0,Very Good
B07B275VN9,"Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black)",9.59,2.15,7.4399999999999995,0.78,Electronics,"Home Theater, TV & Video",3.7,2201.0,Good
B0B15CPR37,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),574.8,395.88,178.91999999999996,0.31,Electronics,"Home Theater, TV & Video",4.3,7109.0,Very Good
B0994GFWBH,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,11.99,1.67,10.32,0.86,Computers & Accessories,Accessories & Peripherals,4.0,1313.0,Very Good
B01GGKZ0V6,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,10.14,3.95,6.19,0.61,Computers & Accessories,Accessories & Peripherals,4.2,29746.0,Very Good
B09F9YQQ7B,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),299.99,167.99,132.0,0.44,Electronics,"Home Theater, TV & Video",4.2,45238.0,Very Good
B014I8SX4Y,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",16.8,3.71,13.09,0.78,Electronics,"Home Theater, TV & Video",4.4,426973.0,Very Good
B09Q8HMKZX,"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangle Resistant, Fast Data Sync(Grey)",8.39,3.16,5.23,0.62,Computers & Accessories,Accessories & Peripherals,4.1,450.0,Very Good
B0B9XN9S3W,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),179.88,95.99,83.89,0.47,Electronics,"Home Theater, TV & Video",4.3,457.0,Very Good
B07966M8XH,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma TV's",35.99,19.19,16.8,0.47,Electronics,"Home Theater, TV & Video",4.2,2727.0,Very Good
B01GGKYKQM,"Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black",8.4,2.63,5.7700000000000005,0.69,Computers & Accessories,Accessories & Peripherals,4.3,20053.0,Very Good
B0B86CDHL1,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braided 1M length with LED Indicator Compatible For Laptop, Macbook, Samsung Galaxy S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G",10.79,4.19,6.599999999999999,0.61,Computers & Accessories,Accessories & Peripherals,4.5,149.0,Very Good
B0B5ZF3NRK,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /5T /6 /6T /7 /7T /7 pro & for All Type C Devices - 1 Meter, Red",7.19,4.19,3.0,0.42,Computers & Accessories,Accessories & Peripherals,4.1,210.0,Very Good
B09RFC46VP,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),515.99,323.99,192.0,0.37,Electronics,"Home Theater, TV & Video",4.2,45238.0,Very Good
B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)",5.99,1.38,4.61,0.77,Computers & Accessories,Accessories & Peripherals,4.0,7732.0,Very Good
B09RWZRCP1,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black)",11.99,4.79,7.2,0.6,Computers & Accessories,Accessories & Peripherals,4.1,1780.0,Very Good
B09CMP1SC8,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)",5.99,2.39,3.6,0.6,Computers & Accessories,Accessories & Peripherals,4.1,602.0,Very Good
B09YLXYP7Y,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, Black)",4.79,2.15,2.64,0.55,Computers & Accessories,Accessories & Peripherals,4.0,1423.0,Very Good
B09ZPM4C2C,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),371.88,130.81,241.07,0.65,Electronics,"Home Theater, TV & Video",4.1,398.0,Very Good
B0B2DJDCPX,"SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11, 12, 13 Pro max iPad Air/Mini, iPod and iOS Devices (White)",5.99,2.51,3.4800000000000004,0.58,Computers & Accessories,Accessories & Peripherals,3.9,536.0,Good
B0BCZCQTJX,Firestick Remote,47.99,17.21,30.78,0.64,Electronics,"Home Theater, TV & Video",4.0,32.0,Very Good
B07LGT55SJ,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",13.19,4.79,8.399999999999999,0.64,Computers & Accessories,Accessories & Peripherals,4.2,24269.0,Very Good
B09NKZXMWJ,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12",2.99,1.67,1.3200000000000003,0.44,Computers & Accessories,Accessories & Peripherals,4.0,9378.0,Very Good
B08QX1CC14,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),229.5,87.59,141.91,0.62,Electronics,"Home Theater, TV & Video",3.4,902.0,Good
B0974H97TJ,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",9.59,3.59,6.0,0.63,Computers & Accessories,Accessories & Peripherals,4.4,28791.0,Very Good
B07GVGTSLN,"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)",15.59,3.9,11.69,0.75,Computers & Accessories,Accessories & Peripherals,4.2,10576.0,Very Good
B09VCHLSJF,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),479.99,359.99,120.0,0.25,Electronics,"Home Theater, TV & Video",4.2,7298.0,Very Good
B0B1YZX72F,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),491.88,335.99,155.89,0.32,Electronics,"Home Theater, TV & Video",4.3,4703.0,Very Good
B092BJMT8Q,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),634.8,371.88,262.91999999999996,0.41,Electronics,"Home Theater, TV & Video",4.3,7109.0,Very Good
B0BMXMLSMM,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Data Sync Cable Compatible with One Plus 10R / 9RT/ 9 pro/ 9R/ 8T/ 9/ Nord & for All Type C Devices – Red, 1 Meter",11.99,2.39,9.6,0.8,Computers & Accessories,Accessories & Peripherals,4.5,127.0,Very Good
B07JH1C41D,"Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad Tablet (3 Ft Pack Of 2, Grey)",23.99,7.79,16.2,0.68,Computers & Accessories,Accessories & Peripherals,4.2,24269.0,Very Good
B0141EZMAI,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows, Mac OS & Linux Kernel | WPA/WPA2 Encryption Standards| Black",9.6,3.23,6.369999999999999,0.66,Computers & Accessories,Networking Devices,3.6,10134.0,Good
B09Q5P2MT3,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),383.99,299.99,84.0,0.22,Electronics,"Home Theater, TV & Video",4.2,34899.0,Very Good
B08HDH26JX,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Mercurial Black)",8.39,3.59,4.800000000000001,0.57,Computers & Accessories,Accessories & Peripherals,4.2,94363.0,Very Good
B09VT6JKRP,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,11.99,2.39,9.6,0.8,Computers & Accessories,Accessories & Peripherals,4.1,425.0,Very Good
B09T3KB6JZ,TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),491.88,227.88,264.0,0.54,Electronics,"Home Theater, TV & Video",4.2,6659.0,Very Good
B093QCY6YJ,"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advanced Security WPA/WPA2 encryption Standards",4.19,3.48,0.7100000000000004,0.17,Computers & Accessories,Networking Devices,3.7,1977.0,Good
B093ZNQZ2Y,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv Remote Control ] [ Compatible for Mi Smart LED Tv Remote Control ]",9.59,2.99,6.6,0.69,Electronics,"Home Theater, TV & Video",3.8,1079.0,Good
B08LKS3LSP,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type C Mobile Phone | Colour May Vary |",11.99,4.14,7.8500000000000005,0.65,Computers & Accessories,Accessories & Peripherals,3.7,1097.0,Good
B00V4BGDKU,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,22.79,13.19,9.6,0.42,Computers & Accessories,Networking Devices,4.5,22420.0,Very Good
B08CHKQ8D4,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14, 14 Pro, 14 Pro Max, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max iPhone 12 Mini, X, 8 (2M, Grey)",17.99,8.63,9.359999999999998,0.52,Computers & Accessories,Accessories & Peripherals,4.1,1045.0,Very Good
B09BW334ML,Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Full Wrap Silicone Remote Cover Anti-Lost with Loop (D-Black),17.99,4.19,13.799999999999997,0.77,Electronics,"Home Theater, TV & Video",4.3,4145.0,Very Good
B082T6GVLJ,"Amazon Basics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (3-Ft, Rose Gold)",21.71,10.19,11.520000000000001,0.53,Computers & Accessories,Accessories & Peripherals,4.3,6547.0,Very Good
B07DL1KC3H,Isoelite Remote Compatible for Samsung LED/LCD Remote Control Works with All Samsung LED/LCD TV Model No :- BN59-607A (Please Match The Image with Your Old Remote),10.79,3.59,7.199999999999999,0.67,Electronics,"Home Theater, TV & Video",4.0,1588.0,Very Good
B0B6F98KJJ,MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV with 24W Dolby Audio & Metal Bezel-Less Frame (Black) (2022 Model),359.99,263.99,96.0,0.27,Electronics,"Home Theater, TV & Video",4.2,32840.0,Very Good
B07JNVF678,"Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short Power Bank Cable For iPhones, iPad Air, iPad mini, iPod Nano and iPod Touch (Grey)",11.99,4.19,7.8,0.65,Computers & Accessories,Accessories & Peripherals,4.2,13120.0,Very Good
B09QGZFBPM,"Wayona Type C To Type C Long Fast Charging Cable Type C Charger Cord Compatible With Samsung S22 S20 S20 Fe 2022 S22 Ultra S21 Ultra A70 A51 A53 A33 A73 M51 M31 M33 M53 (Grey, 2M, 65W, 6Ft)",11.99,4.79,7.2,0.6,Computers & Accessories,Accessories & Peripherals,4.3,2806.0,Very Good
B07JGDB5M1,"Wayona Nylon Braided 2M / 6Ft Fast Charge Usb To Lightning Data Sync And Charging Cable For Iphone, Ipad Tablet (6 Ft Pack Of 1, Grey)",15.59,5.39,10.2,0.65,Computers & Accessories,Accessories & Peripherals,4.2,24269.0,Very Good
